timestamp,x,y,z
2025-08-05 13:32:16.834834,-110.84,-44.37,-32.35
2025-08-05 13:32:17.052942,-143.07,-85.14,-94.79
2025-08-05 13:32:17.267011,-121.15,-66.96,-75.26
2025-08-05 13:32:17.475939,-63.9,-22.71,-42.91
2025-08-05 13:32:17.704947,-34.55,-23.99,-32.78
2025-08-05 13:32:17.924943,-41.2,-26.12,-40.83
2025-08-05 13:32:18.133808,-11.66,-24.41,-48.58
2025-08-05 13:32:18.360292,36.07,3.78,7.14
2025-08-05 13:32:18.581894,138.37,-0.67,30.58
2025-08-05 13:32:18.808215,-44.49,103.64,-16.6
2025-08-05 13:32:19.035810,6.04,-3.11,-28.69
2025-08-05 13:32:19.251802,-20.57,-25.88,-5.62
2025-08-05 13:32:19.476343,-10.93,-35.34,-16.6
2025-08-05 13:32:19.702270,-66.16,27.53,-10.5
2025-08-05 13:32:20.009654,27.83,-6.04,-10.38
2025-08-05 13:32:20.230380,2.44,7.14,-18.49
2025-08-05 13:32:20.461483,-17.82,-2.81,16.85
2025-08-05 13:32:20.689141,-10.74,10.68,4.39
2025-08-05 13:32:20.897959,-71.35,29.85,1.46
2025-08-05 13:32:21.121098,-35.89,-15.69,-53.65
2025-08-05 13:32:21.343202,-27.47,-15.26,-67.99
2025-08-05 13:32:21.580334,-25.57,-7.57,-23.44
2025-08-05 13:32:21.792859,9.28,-10.07,-19.35
2025-08-05 13:32:22.015662,17.27,29.24,-6.29
2025-08-05 13:32:22.239502,23.74,33.02,-30.58
2025-08-05 13:32:22.468722,60.3,-1.65,-54.69
2025-08-05 13:32:22.687482,8.24,4.7,-21.3
2025-08-05 13:32:22.906707,-8.73,14.83,-12.82
2025-08-05 13:32:23.129230,6.16,16.48,-10.01
2025-08-05 13:32:23.349602,9.7,2.01,-14.83
2025-08-05 13:32:23.703118,1.34,-15.2,-10.99
2025-08-05 13:32:23.921504,2.26,-1.28,-9.46
2025-08-05 13:32:24.137370,5.8,8.12,4.33
2025-08-05 13:32:24.355399,0.79,9.89,-5.8
2025-08-05 13:32:24.582629,9.4,4.7,2.5
2025-08-05 13:32:24.812128,17.58,-0.73,10.25
2025-08-05 13:32:25.030766,7.14,0.61,10.01
2025-08-05 13:32:25.248069,6.41,-5.68,-1.4
2025-08-05 13:32:25.467041,11.47,3.23,-5.8
2025-08-05 13:32:25.682733,19.23,-5.8,-0.37
2025-08-05 13:32:25.899982,0.43,-7.57,-0.31
2025-08-05 13:32:26.117019,-5.37,-2.87,-7.51
2025-08-05 13:32:26.331735,13.98,-6.9,-10.31
2025-08-05 13:32:26.550136,40.28,-5.8,7.32
2025-08-05 13:32:26.771177,5.19,-20.26,18.55
2025-08-05 13:32:26.996953,21.18,16.11,12.88
2025-08-05 13:32:27.221731,-16.66,-16.54,-46.02
2025-08-05 13:32:27.435726,-11.17,-14.22,-1.1
2025-08-05 13:32:27.641880,37.29,9.7,33.02
2025-08-05 13:32:27.856809,45.96,7.75,20.94
2025-08-05 13:32:28.081713,10.44,-7.45,-6.65
2025-08-05 13:32:28.292643,-6.59,-11.35,9.52
2025-08-05 13:32:28.523924,-38.57,-46.26,9.83
2025-08-05 13:32:28.751192,-84.41,-68.12,9.95
2025-08-05 13:32:28.981115,195.01,-8.3,104.55
2025-08-05 13:32:29.201333,186.71,156.92,6.35
2025-08-05 13:32:29.411576,88.07,-76.17,56.4
2025-08-05 13:32:29.632808,58.65,-28.26,-22.95
2025-08-05 13:32:29.851349,112.18,27.83,50.9
2025-08-05 13:32:30.072758,56.09,-0.85,-40.89
2025-08-05 13:32:30.290381,69.64,-56.58,63.11
2025-08-05 13:32:30.516280,38.7,-78.98,17.03
2025-08-05 13:32:30.738643,32.41,-166.5,-37.84
2025-08-05 13:32:30.948954,54.99,-14.65,-23.25
2025-08-05 13:32:31.169137,-31.62,8.42,-30.88
2025-08-05 13:32:31.387812,-25.45,29.24,2.69
2025-08-05 13:32:31.607524,-28.44,-19.17,-55.48
2025-08-05 13:32:31.832735,31.25,5.55,10.56
2025-08-05 13:32:32.050217,-14.77,-26.18,-40.59
2025-08-05 13:32:32.275016,13.67,2.14,-13.67
2025-08-05 13:32:32.496428,-10.13,-12.21,-7.81
2025-08-05 13:32:32.719711,-2.08,1.1,-5.43
2025-08-05 13:32:32.933620,0.24,-0.31,-6.16
2025-08-05 13:32:33.157993,3.48,-9.64,-7.93
2025-08-05 13:32:33.381572,2.26,-3.54,-10.93
2025-08-05 13:32:33.602720,2.81,0.79,-8.42
2025-08-05 13:32:33.822568,-0.24,-5.0,-8.0
2025-08-05 13:32:34.057219,-3.85,-10.25,-12.39
2025-08-05 13:32:34.264594,-2.87,-2.32,-12.08
2025-08-05 13:32:34.478937,-2.26,-0.06,-12.21
